[07-30 16:09:01]135,Arrow 01, Character ID:1
[07-30 16:09:01]534,Pincer Muffs, Character ID:1
[07-30 16:09:01]535,Sheepy Muffs, Character ID:1
[07-30 16:09:01]536,Meowy Muffs, Character ID:1
[07-30 16:09:01]537,Owl Muffs, Character ID:1
[07-30 16:09:01]538,Hopperoo Muffs, Character ID:1
[07-30 16:09:01]539,Clever Otter Muffs, Character ID:1
[07-30 16:09:01]540,Lucky Otter Muffs, Character ID:1
[07-30 16:09:01]541,Medic Gloves, Character ID:1
[07-30 16:09:01]542,Foster Gloves, Character ID:1
[07-30 16:09:01]543,Travel Gloves, Character ID:1
[07-30 16:09:01]544,Nurse Gloves, Character ID:1
[07-30 16:09:01]545,Garcon Gloves, Character ID:1
[07-30 16:09:01]546,Holy Gloves, Character ID:1
[07-30 16:09:01]547,Follower Gloves, Character ID:1
[07-30 16:09:01]548,Attendant Gloves, Character ID:1
[07-30 16:09:01]549,Scholar Gloves, Character ID:1
[07-30 16:09:01]550,Emergency Gloves, Character ID:1
[07-30 16:09:01]551,Passage Gloves, Character ID:1
[07-30 16:09:01]552,Healer Gloves, Character ID:1
[07-30 16:09:01]553,Protector Gloves, Character ID:1
[07-30 16:09:01]554,Piety Gloves, Character ID:1
[07-30 16:09:01]555,Blessed Gloves, Character ID:1
[07-30 16:09:01]556,Mousey Muffs, Character ID:1
[07-30 16:09:01]557,Kitty Muffs, Character ID:1
[07-30 16:09:01]558,Loopy Bunny Muffs, Character ID:1
[07-30 16:09:01]559,Goaty Muffs, Character ID:1
[07-30 16:09:01]560,Deer Muffs, Character ID:1
[07-30 16:09:01]561,Otter Muffs, Character ID:1
[07-30 16:09:01]562,Racoon Muffs, Character ID:1
[07-30 16:09:01]564,Happy Bunny Muffs, Character ID:1
[07-30 16:09:01]565,Night Owl Muffs, Character ID:1
[07-30 16:09:01]566,Kangaroo Muffs, Character ID:1
[07-30 16:09:01]567,Joyful Bunny Muffs, Character ID:1
[07-30 16:09:01]568,Bunny Baby Muffs, Character ID:1
[07-30 16:09:01]569,Lucky Bunny Muffs, Character ID:1
[07-30 16:09:01]570,Heavenly Gloves, Character ID:1
[07-30 16:09:01]586,Bear Gloves, Character ID:1
[07-30 16:09:01]587,Gloves of Night, Character ID:2
[07-30 16:09:01]588,Gloves of Secrets, Character ID:2
[07-30 16:09:01]589,Gloves of Marksmanship, Character ID:2
[07-30 16:09:01]590,Gloves of Apollo, Character ID:2
[07-30 16:09:01]591,Gloves of the Wise, Character ID:1
[07-30 16:09:01]592,Gloves of the Sage, Character ID:1
[07-30 16:09:01]593,Happy Panda Gloves, Character ID:1
[07-30 16:09:01]594,Mystic Panda Gloves, Character ID:1
[07-30 16:09:01]595,Fairy Gloves, Character ID:1
[07-30 16:09:01]596,Faerie Gloves, Character ID:1
[07-30 16:09:01]597,Gold Fish Muffs, Character ID:1
[07-30 16:09:01]598,Fish Fairy Muffs, Character ID:1
[07-30 16:09:01]599,Tidal Gloves, Character ID:2
[07-30 16:09:01]600,Tsunami Gloves, Character ID:2
[07-30 16:09:01]601,Dragon Muffs, Character ID:1
[07-30 16:09:01]602,Dragon Lord Muffs, Character ID:1
[07-30 16:09:01]603,Gauntlets of Hercules, Character ID:1
[07-30 16:09:01]604,Gauntlets of Olympus, Character ID:1
[07-30 16:09:01]635,Lv 1 Strike Coral, Character ID:2
[07-30 16:09:01]636,Lv 2 Strike Coral, Character ID:2
[07-30 16:09:01]637,Lv 3 Strike Coral, Character ID:2
[07-30 16:09:01]638,Lv 4 Strike Coral, Character ID:2
[07-30 16:09:01]639,Lv 5 Strike Coral, Character ID:2
[07-30 16:09:01]642,Husk Boots, Character ID:3
[07-30 16:09:01]643,Thick Boots, Character ID:3
[07-30 16:09:01]644,Leather Boots, Character ID:3
[07-30 16:09:01]645,Rhino Hide Boots, Character ID:3
[07-30 16:09:01]646,Tiger Hide Boots, Character ID:3
[07-30 16:09:01]647,Greaves, Character ID:3
[07-30 16:09:01]648,Soft Leather Boots, Character ID:3
[07-30 16:09:01]649,Heavy Leather Boots, Character ID:3
[07-30 16:09:01]650,Strong Leather Boots, Character ID:3
[07-30 16:09:01]651,Mithril Greaves, Character ID:3
[07-30 16:09:01]652,Chain Greaves, Character ID:3
[07-30 16:09:01]653,Strong Greaves, Character ID:3
[07-30 16:09:01]654,Light Greaves, Character ID:3
[07-30 16:09:01]655,Silver Greaves, Character ID:3
[07-30 16:09:01]656,Ceremonial Greaves, Character ID:3
[07-30 16:09:01]657,Coarse Boots, Character ID:2
[07-30 16:09:01]658,Canvas Boots, Character ID:2
[07-30 16:09:01]659,Exquisite Boots, Character ID:2
[07-30 16:09:01]660,Leather Boots, Character ID:2
[07-30 16:09:01]661,Warrior Boots, Character ID:2
[07-30 16:09:01]662,Feather Boots, Character ID:2
[07-30 16:09:01]663,Safari Boots, Character ID:2
[07-30 16:09:01]664,Emerald Boots, Character ID:2
[07-30 16:09:01]665,Hunter Boots, Character ID:2
[07-30 16:09:01]666,Slick Boots, Character ID:2
[07-30 16:09:01]667,Peacock Boots, Character ID:2
[07-30 16:09:01]668,Ringdove Boots, Character ID:2
[07-30 16:09:01]669,Raptor Boots, Character ID:2
[07-30 16:09:01]687,Cloth Boots, Character ID:2
[07-30 16:09:01]688,Tough Boots, Character ID:2
[07-30 16:09:01]689,Explorer Boots, Character ID:2
[07-30 16:09:01]690,Adventure Boots, Character ID:2
[07-30 16:09:01]691,Helmsman Boots, Character ID:2
[07-30 16:09:01]692,Oarsman Boots, Character ID:2
[07-30 16:09:01]693,Deckman Boots, Character ID:2
[07-30 16:09:01]694,Mastman Boots, Character ID:2
[07-30 16:09:01]695,Hurricane Boots, Character ID:2
[07-30 16:09:01]696,Whirlpool Boots, Character ID:2
[07-30 16:09:01]697,Wind Boots, Character ID:2
[07-30 16:09:01]702,Crabby Shoes, Character ID:1
[07-30 16:09:01]703,Rooroo Shoes, Character ID:1
[07-30 16:09:01]704,Playful Racoon Shoes, Character ID:1
[07-30 16:09:01]705,Duckling Shoes, Character ID:1
[07-30 16:09:01]706,Big Crab Shoes, Character ID:1
[07-30 16:09:01]707,Lobster Shoes, Character ID:1
[07-30 16:09:01]708,Ducky Shoes, Character ID:1
[07-30 16:09:01]709,Prawn Shoes, Character ID:1
[07-30 16:09:01]710,Pincer Shoes, Character ID:1
[07-30 16:09:01]711,Sheepy Shoes, Character ID:1
[07-30 16:09:01]712,Meowy Shoes, Character ID:1
[07-30 16:09:01]713,Owl Shoes, Character ID:1
[07-30 16:09:01]714,Hopperoo Shoes, Character ID:1
[07-30 16:09:01]715,Clever Otter Shoes, Character ID:1
[07-30 16:09:01]716,Lucky Otter Shoes, Character ID:1
[07-30 16:09:01]717,Medic Boots, Character ID:1
[07-30 16:09:01]718,Foster Boots, Character ID:1
[07-30 16:09:01]719,Travel Boots, Character ID:1
[07-30 16:09:01]720,Nurse Boots, Character ID:1
[07-30 16:09:01]721,Garcon Boots, Character ID:1
[07-30 16:09:01]722,Holy Boots, Character ID:1
[07-30 16:09:01]723,Follower Boots, Character ID:1
[07-30 16:09:01]724,Attendant Boots, Character ID:1
[07-30 16:09:01]725,Scholar Boots, Character ID:1
[07-30 16:09:01]726,Emergency Boots, Character ID:1
[07-30 16:09:01]727,Passage Boots, Character ID:1
[07-30 16:09:01]728,Healer Boots, Character ID:1
[07-30 16:09:01]729,Protector Boots, Character ID:1
[07-30 16:09:01]730,Piety Boots, Character ID:1
[07-30 16:09:01]731,Blessed Boots, Character ID:1
[07-30 16:09:01]732,Mousey Shoes, Character ID:1
[07-30 16:09:01]733,Kitty Shoes, Character ID:1
[07-30 16:09:01]734,Loopy Bunny Shoes, Character ID:1
[07-30 16:09:01]735,Goaty Shoes, Character ID:1
[07-30 16:09:01]736,Deer Shoes, Character ID:1
[07-30 16:09:01]737,Otter Shoes, Character ID:1
[07-30 16:09:01]738,Racoon Shoes, Character ID:1
[07-30 16:09:01]740,Happy Bunny Shoes, Character ID:1
[07-30 16:09:01]741,Night Owl Shoes, Character ID:1
[07-30 16:09:01]742,Kangaroo Shoes, Character ID:1
[07-30 16:09:01]743,Joyful Bunny Shoes, Character ID:1
[07-30 16:09:01]744,Bunny Baby Shoes, Character ID:1
[07-30 16:09:01]745,Lucky Bunny Shoes, Character ID:1
[07-30 16:09:01]746,Heavenly Shoes, Character ID:1
[07-30 16:09:01]747,Boots of Night, Character ID:2
[07-30 16:09:01]748,Boots of Secrets, Character ID:2
[07-30 16:09:01]749,Boots of Marksmanship, Character ID:2
[07-30 16:09:01]750,Boots of Apollo, Character ID:2
[07-30 16:09:01]751,Boots of the Wise, Character ID:1
[07-30 16:09:01]752,Boots of the Sage, Character ID:1
[07-30 16:09:01]753,Happy Panda Shoes, Character ID:1
[07-30 16:09:01]754,Mystic Panda Shoes, Character ID:1
[07-30 16:09:01]755,Fairy Shoes, Character ID:1
[07-30 16:09:01]756,Faerie Shoes, Character ID:1
[07-30 16:09:01]757,Gold Fish Shoes, Character ID:1
[07-30 16:09:01]758,Fish Fairy Shoes, Character ID:1
[07-30 16:09:01]759,Tidal Shoes, Character ID:2
[07-30 16:09:01]760,Tsunami Shoes, Character ID:2
[07-30 16:09:01]761,Dragon Shoes, Character ID:1
[07-30 16:09:01]762,Bear Shoes, Character ID:1
[07-30 16:09:01]763,Armor of Revenant, Character ID:3
[07-30 16:09:01]764,Tattoo of the Cursed Warrior, Character ID:3
[07-30 16:09:01]765,Tattoo of Evanescence, Character ID:3
[07-30 16:09:01]766,Tattoo of Enigma, Character ID:3
[07-30 16:09:01]767,Platemail of the Cursed Soul, Character ID:3
[07-30 16:09:01]768,Armor of Evanescence, Character ID:3
[07-30 16:09:01]769,Armor of Enigma, Character ID:3
[07-30 16:09:01]777,Robe of Death, Character ID:2
[07-30 16:09:01]778,Corset of Incantation, Character ID:2
[07-30 16:09:01]779,Coat of Evanescence, Character ID:2
[07-30 16:09:01]780,Mantle of Enigma, Character ID:2
[07-30 16:09:01]789,Robe of the Venom Witch, Character ID:1
[07-30 16:09:01]790,Coat of Invocation, Character ID:1
[07-30 16:09:01]791,Robe of the Arcane, Character ID:1
[07-30 16:09:01]792,Robe of Enigma, Character ID:1
[07-30 16:09:01]796,Robe of Abraxas, Character ID:1
[07-30 16:09:01]797,Robe of Malediction, Character ID:1
[07-30 16:09:01]798,Robe of the Sphinx, Character ID:1
[07-30 16:09:01]803,Mantle of the Naga, Character ID:2
[07-30 16:09:01]804,Mantle of the Cursed Flame, Character ID:2
[07-30 16:09:01]805,Cloak of Evanescence, Character ID:2
[07-30 16:09:01]806,Mantle of the Sphinx, Character ID:2
[07-30 16:09:01]807,Gauntlets of Evanescence, Character ID:3
[07-30 16:09:01]808,Greaves of Evanescence, Character ID:3
[07-30 16:09:01]809,Gloves of Evanescence, Character ID:2
[07-30 16:09:01]810,Shoes of Evanescence, Character ID:2
[07-30 16:09:01]811,Gloves of Malediction, Character ID:1
[07-30 16:09:01]812,Gloves of the Arcane, Character ID:1
[07-30 16:09:01]813,Boots of Malediction, Character ID:1
[07-30 16:09:01]814,Boots of the of the Arcane, Character ID:1
[07-30 16:09:01]815,Heavy Gloves of Evanescence, Character ID:2
[07-30 16:09:01]824,Dragon Lord Shoes, Character ID:1
[07-30 16:09:01]828,Kylin Cap, Character ID:1
[07-30 16:09:01]829,Greaves of Hercules, Character ID:1
[07-30 16:09:01]830,Greaves of Olympus, Character ID:1
[07-30 16:09:01]843,Ami Kylin Cap, Character ID:1
[07-30 16:09:01]848,Black Dragon Helm, Character ID:1
[07-30 16:09:01]877,Boots of Evanescence, Character ID:2
[07-30 16:09:01]1115,Grandiose Helm, Character ID:2
[07-30 16:09:01]1116,Grandiose Armor, Character ID:2
[07-30 16:09:01]1117,Grandiose Gauntlets, Character ID:2
[07-30 16:09:01]1118,Grandiose Boots, Character ID:2
[07-30 16:09:01]1124,Chaos Framestone, Character ID:1
[07-30 16:09:01]1125,Chaos Clawstone, Character ID:1
[07-30 16:09:01]1126,Chaos Pawstone, Character ID:1
[07-30 16:09:01]1127,Chaos Crownstone, Character ID:1
[07-30 16:09:01]1884,Undead Sealed Armor of Revenant, Character ID:3
[07-30 16:09:01]1885,Earth Sealed Tattoo of the Cursed Warrior, Character ID:3
[07-30 16:09:01]1886,Fire Sealed Tattoo of Evanescence, Character ID:3
[07-30 16:09:01]1887,Ice Sealed Tattoo of Enigma, Character ID:3
[07-30 16:09:01]1888,Earth Sealed Platemail of the Cursed Soul, Character ID:3
[07-30 16:09:01]1889,Fire Sealed Armor of Evanescence, Character ID:3
[07-30 16:09:01]1890,Ice Sealed Armor of Enigma, Character ID:3
[07-30 16:09:01]1898,Undead Sealed Robe of Death, Character ID:2
[07-30 16:09:01]1899,Earth Sealed Corset of Incantation, Character ID:2
[07-30 16:09:01]1900,Fire Sealed Coat of Evanescence, Character ID:2
[07-30 16:09:01]1901,Ice Sealed Mantle of Enigma, Character ID:2
[07-30 16:09:01]1910,Undead Sealed Robe of the Venom Witch, Character ID:1
[07-30 16:09:01]1911,Earth Sealed Coat of Invocation, Character ID:1
[07-30 16:09:01]1912,Fire Sealed Robe of the Arcane, Character ID:1
[07-30 16:09:01]1913,Ice Sealed Robe of Enigma, Character ID:1
[07-30 16:09:01]1917,Earth Sealed Robe of Abraxas, Character ID:1
[07-30 16:09:01]1918,Fire Sealed Robe of Malediction, Character ID:1
[07-30 16:09:01]1919,Ice Sealed Robe of the Sphinx, Character ID:1
[07-30 16:09:01]1924,Undead Sealed Mantle of the Naga, Character ID:2
[07-30 16:09:01]1925,Earth Sealed Mantle of the Cursed Flame, Character ID:2
[07-30 16:09:01]1926,Fire Sealed Cloak of Evanescence, Character ID:2
[07-30 16:09:01]1927,Ice Sealed Mantle of the Sphinx, Character ID:2
[07-30 16:09:01]1928,Battle Armor of Crimson Flame, Character ID:3
[07-30 16:09:01]1929,Battle Armor of the Tempest, Character ID:3
[07-30 16:09:01]1930,Battle Armor of Sistine, Character ID:3
[07-30 16:09:01]1931,Battle Armor of the Kylin, Character ID:3
[07-30 16:09:01]1932,Battle Armor of Nature, Character ID:3
[07-30 16:09:01]1933,Tattoo of Gallon, Character ID:3
[07-30 16:09:01]1934,Tattoo of the Tortoise, Character ID:3
[07-30 16:09:01]1935,Gauntlets of Crimson Flame, Character ID:3
[07-30 16:09:01]1936,Gauntlets of the Tempest, Character ID:3
[07-30 16:09:01]1937,Gauntlets of Sistine, Character ID:3
[07-30 16:09:01]1938,Gauntlets of the Kylin, Character ID:3
[07-30 16:09:01]1939,Greaves of Crimson Flame, Character ID:3
[07-30 16:09:01]1940,Greaves of the Tempest, Character ID:3
[07-30 16:09:01]1941,Greaves of Sistine, Character ID:3
[07-30 16:09:01]1942,Greaves of the Kylin, Character ID:3
[07-30 16:09:01]1943,Vest of Clarion Mist, Character ID:2
[07-30 16:09:01]1944,Flaming Coat, Character ID:2
[07-30 16:09:01]1945,Mantle of Darwin, Character ID:2
[07-30 16:09:01]1946,Coat of the White Tiger, Character ID:2
[07-30 16:09:01]1947,Gloves of Clarion Mist, Character ID:2
[07-30 16:09:01]1948,Flaming Gloves, Character ID:2
[07-30 16:09:01]1949,Gloves of Darwin, Character ID:2
[07-30 16:09:01]1950,Gloves of the White Tiger, Character ID:2
[07-30 16:09:01]1951,Boots of Clarion Mist, Character ID:2
[07-30 16:09:01]1952,Flaming Boots, Character ID:2
[07-30 16:09:01]1953,Boots of Darwin, Character ID:2
[07-30 16:09:01]1954,Boots of the White Tiger, Character ID:2
[07-30 16:09:01]1955,Emerald Vine Robe, Character ID:1
[07-30 16:09:01]1956,Coat of Frozen Crescent, Character ID:1
[07-30 16:09:01]1957,Coat of Udine, Character ID:1
[07-30 16:09:01]1958,Coat of the Peacock, Character ID:1
[07-30 16:09:01]1959,Glory Coat, Character ID:1
[07-30 16:09:01]1960,Coat of Hope, Character ID:1
[07-30 16:09:01]1961,Coat of the Phoenix, Character ID:1
[07-30 16:09:01]1962,Emerald Vine Gloves, Character ID:1
[07-30 16:09:01]1963,Gloves of Frozen Crescent, Character ID:1
[07-30 16:09:01]1964,Gloves of Udine, Character ID:1
[07-30 16:09:01]1965,Gloves of the Peacock, Character ID:1
[07-30 16:09:01]1966,Glory Gloves, Character ID:1
[07-30 16:09:01]1967,Gloves of Hope, Character ID:1
[07-30 16:09:01]1968,Gloves of the Phoenix, Character ID:1
[07-30 16:09:01]1969,Emerald Vine Boots, Character ID:1
[07-30 16:09:01]1970,Boots of Frozen Crescent, Character ID:1
[07-30 16:09:01]1971,Boots of Udine, Character ID:1
[07-30 16:09:01]1972,Boots of the Peacock, Character ID:1
[07-30 16:09:01]1973,Glory Boots, Character ID:1
[07-30 16:09:01]1974,Boots of Hope, Character ID:1
[07-30 16:09:01]1975,Boots of the Phoenix, Character ID:1
[07-30 16:09:01]1976,Robe of the Mist, Character ID:2
[07-30 16:09:01]1977,Coat of the Tempest, Character ID:2
[07-30 16:09:01]1978,Robe of Forlorn, Character ID:2
[07-30 16:09:01]1979,Coat of the Green Dragon, Character ID:2
[07-30 16:09:01]1980,Gloves of the Mist, Character ID:2
[07-30 16:09:01]1981,Gloves of the Tempest, Character ID:2
[07-30 16:09:01]1982,Gloves of Forlorn, Character ID:2
[07-30 16:09:01]1983,Gloves of the Green Dragon, Character ID:2
[07-30 16:09:01]1984,Boots of the Mist, Character ID:2
[07-30 16:09:01]1985,Boots of the Tempest, Character ID:2
[07-30 16:09:01]1986,Boots of Forlorn, Character ID:2
[07-30 16:09:01]1987,Boots of the Green Dragon, Character ID:2
[07-30 16:09:01]1988,Fire Sealed Gauntlets of Evanescence, Character ID:3
[07-30 16:09:01]1989,Fire Sealed Greaves of Evanescence, Character ID:3
[07-30 16:09:01]1990,Fire Sealed Gloves of Evanescence, Character ID:2
[07-30 16:09:01]1991,Fire Sealed Shoes of Evanescence, Character ID:2
[07-30 16:09:01]1992,Fire Sealed Gloves of Malediction, Character ID:1
[07-30 16:09:01]1993,Fire Sealed Gloves of the Arcane, Character ID:1
[07-30 16:09:01]1994,Fire Sealed Boots of Malediction, Character ID:1
[07-30 16:09:01]1995,Fire Sealed Boots of the of the Arcane, Character ID:1
[07-30 16:09:01]1996,Fire Sealed Heavy Gloves of Evanescence, Character ID:2
[07-30 16:09:01]1997,Fire Sealed Boots of Evanescence, Character ID:2
[07-30 16:09:01]1999,Lance Failed Hairdo 1, Character ID:2
[07-30 16:09:01]2000,Hairdo 1, Character ID:2
