[07-30 16:10:53]135,Arrow 01, Character ID:1
[07-30 16:10:53]338,Adventure Vest, Character ID:2
[07-30 16:10:53]339,Helmsman Vest, Character ID:2
[07-30 16:10:53]340,Oarsman Vest, Character ID:2
[07-30 16:10:53]341,Deckman Vest, Character ID:2
[07-30 16:10:53]342,Mastman Vest, Character ID:2
[07-30 16:10:53]343,Hurricane Vest, Character ID:2
[07-30 16:10:53]344,Whirlpool Vest, Character ID:2
[07-30 16:10:53]345,Wind Vest, Character ID:2
[07-30 16:10:53]350,Crabby Costume, Character ID:1
[07-30 16:10:53]351,Rooroo Costume, Character ID:1
[07-30 16:10:53]352,Playful Racoon Costume, Character ID:1
[07-30 16:10:53]353,Duckling Costume, Character ID:1
[07-30 16:10:53]354,Big Crab Costume, Character ID:1
[07-30 16:10:53]355,Lobster Costume, Character ID:1
[07-30 16:10:53]356,Ducky Costume, Character ID:1
[07-30 16:10:53]357,Prawn Costume, Character ID:1
[07-30 16:10:53]358,Pincer Costume, Character ID:1
[07-30 16:10:53]359,Sheepy Costume, Character ID:1
[07-30 16:10:53]360,Meowy Costume, Character ID:1
[07-30 16:10:53]361,Owl Costume, Character ID:1
[07-30 16:10:53]362,Hopperoo Costume, Character ID:1
[07-30 16:10:53]363,Clever Otter Costume, Character ID:1
[07-30 16:10:53]364,Lucky Otter Costume, Character ID:1
[07-30 16:10:53]365,Medic Robe, Character ID:1
[07-30 16:10:53]366,Foster Robe, Character ID:1
[07-30 16:10:53]367,Travel Robe, Character ID:1
[07-30 16:10:53]368,Nurse Robe, Character ID:1
[07-30 16:10:53]369,Garcon Robe, Character ID:1
[07-30 16:10:53]370,Holy Robe, Character ID:1
[07-30 16:10:53]371,Follower Robe, Character ID:1
[07-30 16:10:53]372,Attendant Robe, Character ID:1
[07-30 16:10:53]373,Scholar Robe, Character ID:1
[07-30 16:10:53]374,Emergency Robe, Character ID:1
[07-30 16:10:53]375,Passage Robe, Character ID:1
[07-30 16:10:53]376,Healer Robe, Character ID:1
[07-30 16:10:53]377,Protector Robe, Character ID:1
[07-30 16:10:53]378,Piety Robe, Character ID:1
[07-30 16:10:53]379,Blessed Robe, Character ID:1
[07-30 16:10:53]380,Mousey Costume, Character ID:1
[07-30 16:10:53]381,Kitty Costume, Character ID:1
[07-30 16:10:53]382,Loopy Bunny Costume, Character ID:1
[07-30 16:10:53]383,Goaty Costume, Character ID:1
[07-30 16:10:53]384,Deer Costume, Character ID:1
[07-30 16:10:53]385,Otter Costume, Character ID:1
[07-30 16:10:53]386,Racoon Costume, Character ID:1
[07-30 16:10:53]388,Happy Bunny Costume, Character ID:1
[07-30 16:10:53]389,Night Owl Costume, Character ID:1
[07-30 16:10:53]390,Kangaroo Costume, Character ID:1
[07-30 16:10:53]391,Joyful Bunny Costume, Character ID:1
[07-30 16:10:53]392,Bunny Baby Costume, Character ID:1
[07-30 16:10:53]393,Lucky Bunny Costume, Character ID:1
[07-30 16:10:53]394,Heavenly Vest, Character ID:1
[07-30 16:10:53]395,Armor of Night, Character ID:2
[07-30 16:10:53]396,Armor of Secrets, Character ID:2
[07-30 16:10:53]397,Armor of Hercules, Character ID:1
[07-30 16:10:53]398,Armor of Olympus, Character ID:1
[07-30 16:10:53]399,Vest of Marksmanship, Character ID:2
[07-30 16:10:53]400,Vest of Apollo, Character ID:2
[07-30 16:10:53]401,Robe of the Wise, Character ID:1
[07-30 16:10:53]402,Robe of the Sage, Character ID:1
[07-30 16:10:53]403,Happy Panda Costume, Character ID:1
[07-30 16:10:53]404,Mystic Panda Costume, Character ID:1
[07-30 16:10:53]405,Fairy Robe, Character ID:1
[07-30 16:10:53]406,Faerie Robe, Character ID:1
[07-30 16:10:53]407,Gold Fish Costume, Character ID:1
[07-30 16:10:53]408,Fish Fairy Costume, Character ID:1
[07-30 16:10:53]409,Tidal Robe, Character ID:2
[07-30 16:10:53]410,Bear Costume, Character ID:1
[07-30 16:10:53]411,Tsunami Robe, Character ID:2
[07-30 16:10:53]412,Dragon Costume, Character ID:1
[07-30 16:10:53]413,Dragon Lord Costume, Character ID:1
[07-30 16:10:53]466,Husk Gloves, Character ID:3
[07-30 16:10:53]467,Thick Gloves, Character ID:3
[07-30 16:10:53]468,Leather Gloves, Character ID:3
[07-30 16:10:53]469,Rhino Hide Gloves, Character ID:3
[07-30 16:10:53]470,Tiger Hide Gloves, Character ID:3
[07-30 16:10:53]471,Gauntlets, Character ID:3
[07-30 16:10:53]472,Soft Leather Gloves, Character ID:3
[07-30 16:10:53]473,Heavy Leather Gloves, Character ID:3
[07-30 16:10:53]474,Strong Leather Gloves, Character ID:3
[07-30 16:10:53]475,Mithril Gauntlets, Character ID:3
[07-30 16:10:53]476,Chain Gauntlets, Character ID:3
[07-30 16:10:53]477,Strong Gauntlets, Character ID:3
[07-30 16:10:53]478,Light Gauntlets, Character ID:3
[07-30 16:10:53]479,Silver Gauntlets, Character ID:3
[07-30 16:10:53]480,Ceremonial Gauntlets, Character ID:3
[07-30 16:10:53]481,Coarse Gloves, Character ID:2
[07-30 16:10:53]482,Canvas Gloves, Character ID:2
[07-30 16:10:53]483,Exquisite Gloves, Character ID:2
[07-30 16:10:53]484,Leather Gloves, Character ID:2
[07-30 16:10:53]485,Warrior Gloves, Character ID:2
[07-30 16:10:53]486,Feather Gloves, Character ID:2
[07-30 16:10:53]487,Safari Gloves, Character ID:2
[07-30 16:10:53]488,Emerald Gloves, Character ID:2
[07-30 16:10:53]489,Hunter Gloves, Character ID:2
[07-30 16:10:53]490,Slick Gloves, Character ID:2
[07-30 16:10:53]491,Peacock Gloves, Character ID:2
[07-30 16:10:53]492,Ringdove Gloves, Character ID:2
[07-30 16:10:53]493,Raptor Gloves, Character ID:2
[07-30 16:10:53]511,Cloth Gloves, Character ID:2
[07-30 16:10:53]512,Tough Gloves, Character ID:2
[07-30 16:10:53]513,Explorer Gloves, Character ID:2
[07-30 16:10:53]514,Adventure Gloves, Character ID:2
[07-30 16:10:53]515,Helmsman Gloves, Character ID:2
[07-30 16:10:53]516,Oarsman Gloves, Character ID:2
[07-30 16:10:53]517,Deckman Gloves, Character ID:2
[07-30 16:10:53]518,Mastman Gloves, Character ID:2
[07-30 16:10:53]519,Hurricane Gloves, Character ID:2
[07-30 16:10:53]520,Whirlpool Gloves, Character ID:2
[07-30 16:10:53]521,Wind Gloves, Character ID:2
[07-30 16:10:53]526,Crabby Gloves, Character ID:1
[07-30 16:10:53]527,Rooroo Muffs, Character ID:1
[07-30 16:10:53]528,Playful Racoon Muffs, Character ID:1
[07-30 16:10:53]529,Duckling Muffs, Character ID:1
[07-30 16:10:53]530,Big Crab Muffs, Character ID:1
[07-30 16:10:53]531,Lobster Muffs, Character ID:1
[07-30 16:10:53]532,Ducky Muffs, Character ID:1
[07-30 16:10:53]533,Prawn Muffs, Character ID:1
[07-30 16:10:53]534,Pincer Muffs, Character ID:1
[07-30 16:10:53]535,Sheepy Muffs, Character ID:1
[07-30 16:10:53]536,Meowy Muffs, Character ID:1
[07-30 16:10:53]537,Owl Muffs, Character ID:1
[07-30 16:10:53]538,Hopperoo Muffs, Character ID:1
[07-30 16:10:53]539,Clever Otter Muffs, Character ID:1
[07-30 16:10:53]540,Lucky Otter Muffs, Character ID:1
[07-30 16:10:53]541,Medic Gloves, Character ID:1
[07-30 16:10:53]542,Foster Gloves, Character ID:1
[07-30 16:10:53]543,Travel Gloves, Character ID:1
[07-30 16:10:53]544,Nurse Gloves, Character ID:1
[07-30 16:10:53]545,Garcon Gloves, Character ID:1
[07-30 16:10:53]546,Holy Gloves, Character ID:1
[07-30 16:10:53]547,Follower Gloves, Character ID:1
[07-30 16:10:53]548,Attendant Gloves, Character ID:1
[07-30 16:10:53]549,Scholar Gloves, Character ID:1
[07-30 16:10:53]550,Emergency Gloves, Character ID:1
[07-30 16:10:53]551,Passage Gloves, Character ID:1
[07-30 16:10:53]552,Healer Gloves, Character ID:1
[07-30 16:10:53]553,Protector Gloves, Character ID:1
[07-30 16:10:53]554,Piety Gloves, Character ID:1
[07-30 16:10:53]555,Blessed Gloves, Character ID:1
[07-30 16:10:53]556,Mousey Muffs, Character ID:1
[07-30 16:10:53]557,Kitty Muffs, Character ID:1
[07-30 16:10:53]558,Loopy Bunny Muffs, Character ID:1
[07-30 16:10:53]559,Goaty Muffs, Character ID:1
[07-30 16:10:53]560,Deer Muffs, Character ID:1
[07-30 16:10:53]561,Otter Muffs, Character ID:1
[07-30 16:10:53]562,Racoon Muffs, Character ID:1
[07-30 16:10:53]564,Happy Bunny Muffs, Character ID:1
[07-30 16:10:53]565,Night Owl Muffs, Character ID:1
[07-30 16:10:53]566,Kangaroo Muffs, Character ID:1
[07-30 16:10:53]567,Joyful Bunny Muffs, Character ID:1
[07-30 16:10:53]568,Bunny Baby Muffs, Character ID:1
[07-30 16:10:53]569,Lucky Bunny Muffs, Character ID:1
[07-30 16:10:53]570,Heavenly Gloves, Character ID:1
[07-30 16:10:53]586,Bear Gloves, Character ID:1
[07-30 16:10:53]587,Gloves of Night, Character ID:2
[07-30 16:10:53]588,Gloves of Secrets, Character ID:2
[07-30 16:10:53]589,Gloves of Marksmanship, Character ID:2
[07-30 16:10:53]590,Gloves of Apollo, Character ID:2
[07-30 16:10:53]591,Gloves of the Wise, Character ID:1
[07-30 16:10:53]592,Gloves of the Sage, Character ID:1
[07-30 16:10:53]593,Happy Panda Gloves, Character ID:1
[07-30 16:10:53]594,Mystic Panda Gloves, Character ID:1
[07-30 16:10:53]595,Fairy Gloves, Character ID:1
[07-30 16:10:53]596,Faerie Gloves, Character ID:1
[07-30 16:10:53]597,Gold Fish Muffs, Character ID:1
[07-30 16:10:53]598,Fish Fairy Muffs, Character ID:1
[07-30 16:10:53]599,Tidal Gloves, Character ID:2
[07-30 16:10:53]600,Tsunami Gloves, Character ID:2
[07-30 16:10:53]601,Dragon Muffs, Character ID:1
[07-30 16:10:53]602,Dragon Lord Muffs, Character ID:1
[07-30 16:10:53]603,Gauntlets of Hercules, Character ID:1
[07-30 16:10:53]604,Gauntlets of Olympus, Character ID:1
[07-30 16:10:53]635,Lv 1 Strike Coral, Character ID:2
[07-30 16:10:53]636,Lv 2 Strike Coral, Character ID:2
[07-30 16:10:53]637,Lv 3 Strike Coral, Character ID:2
[07-30 16:10:53]638,Lv 4 Strike Coral, Character ID:2
[07-30 16:10:53]639,Lv 5 Strike Coral, Character ID:2
[07-30 16:10:53]642,Husk Boots, Character ID:3
[07-30 16:10:53]643,Thick Boots, Character ID:3
[07-30 16:10:53]644,Leather Boots, Character ID:3
[07-30 16:10:53]645,Rhino Hide Boots, Character ID:3
[07-30 16:10:53]646,Tiger Hide Boots, Character ID:3
[07-30 16:10:53]647,Greaves, Character ID:3
[07-30 16:10:53]648,Soft Leather Boots, Character ID:3
[07-30 16:10:53]649,Heavy Leather Boots, Character ID:3
[07-30 16:10:53]650,Strong Leather Boots, Character ID:3
[07-30 16:10:53]651,Mithril Greaves, Character ID:3
[07-30 16:10:53]652,Chain Greaves, Character ID:3
[07-30 16:10:53]653,Strong Greaves, Character ID:3
[07-30 16:10:53]654,Light Greaves, Character ID:3
[07-30 16:10:53]655,Silver Greaves, Character ID:3
[07-30 16:10:53]656,Ceremonial Greaves, Character ID:3
[07-30 16:10:53]657,Coarse Boots, Character ID:2
[07-30 16:10:53]658,Canvas Boots, Character ID:2
[07-30 16:10:53]659,Exquisite Boots, Character ID:2
[07-30 16:10:53]660,Leather Boots, Character ID:2
[07-30 16:10:53]661,Warrior Boots, Character ID:2
[07-30 16:10:53]662,Feather Boots, Character ID:2
[07-30 16:10:53]663,Safari Boots, Character ID:2
[07-30 16:10:53]664,Emerald Boots, Character ID:2
[07-30 16:10:53]665,Hunter Boots, Character ID:2
[07-30 16:10:53]666,Slick Boots, Character ID:2
[07-30 16:10:53]667,Peacock Boots, Character ID:2
[07-30 16:10:53]668,Ringdove Boots, Character ID:2
[07-30 16:10:53]669,Raptor Boots, Character ID:2
[07-30 16:10:53]687,Cloth Boots, Character ID:2
[07-30 16:10:53]688,Tough Boots, Character ID:2
[07-30 16:10:53]689,Explorer Boots, Character ID:2
[07-30 16:10:53]690,Adventure Boots, Character ID:2
[07-30 16:10:53]691,Helmsman Boots, Character ID:2
[07-30 16:10:53]692,Oarsman Boots, Character ID:2
[07-30 16:10:53]693,Deckman Boots, Character ID:2
[07-30 16:10:53]694,Mastman Boots, Character ID:2
[07-30 16:10:53]695,Hurricane Boots, Character ID:2
[07-30 16:10:53]696,Whirlpool Boots, Character ID:2
[07-30 16:10:53]697,Wind Boots, Character ID:2
[07-30 16:10:53]702,Crabby Shoes, Character ID:1
[07-30 16:10:53]703,Rooroo Shoes, Character ID:1
[07-30 16:10:53]704,Playful Racoon Shoes, Character ID:1
[07-30 16:10:53]705,Duckling Shoes, Character ID:1
[07-30 16:10:53]706,Big Crab Shoes, Character ID:1
[07-30 16:10:53]707,Lobster Shoes, Character ID:1
[07-30 16:10:53]708,Ducky Shoes, Character ID:1
[07-30 16:10:53]709,Prawn Shoes, Character ID:1
[07-30 16:10:53]710,Pincer Shoes, Character ID:1
[07-30 16:10:53]711,Sheepy Shoes, Character ID:1
[07-30 16:10:53]712,Meowy Shoes, Character ID:1
[07-30 16:10:53]713,Owl Shoes, Character ID:1
[07-30 16:10:53]714,Hopperoo Shoes, Character ID:1
[07-30 16:10:53]715,Clever Otter Shoes, Character ID:1
[07-30 16:10:53]716,Lucky Otter Shoes, Character ID:1
[07-30 16:10:53]717,Medic Boots, Character ID:1
[07-30 16:10:53]718,Foster Boots, Character ID:1
[07-30 16:10:53]719,Travel Boots, Character ID:1
[07-30 16:10:53]720,Nurse Boots, Character ID:1
[07-30 16:10:53]721,Garcon Boots, Character ID:1
[07-30 16:10:53]722,Holy Boots, Character ID:1
[07-30 16:10:53]723,Follower Boots, Character ID:1
[07-30 16:10:53]724,Attendant Boots, Character ID:1
[07-30 16:10:53]725,Scholar Boots, Character ID:1
[07-30 16:10:53]726,Emergency Boots, Character ID:1
[07-30 16:10:53]727,Passage Boots, Character ID:1
[07-30 16:10:53]728,Healer Boots, Character ID:1
[07-30 16:10:53]729,Protector Boots, Character ID:1
[07-30 16:10:53]730,Piety Boots, Character ID:1
[07-30 16:10:53]731,Blessed Boots, Character ID:1
[07-30 16:10:53]732,Mousey Shoes, Character ID:1
[07-30 16:10:53]733,Kitty Shoes, Character ID:1
[07-30 16:10:53]734,Loopy Bunny Shoes, Character ID:1
[07-30 16:10:53]735,Goaty Shoes, Character ID:1
[07-30 16:10:53]736,Deer Shoes, Character ID:1
[07-30 16:10:53]737,Otter Shoes, Character ID:1
[07-30 16:10:53]738,Racoon Shoes, Character ID:1
[07-30 16:10:53]740,Happy Bunny Shoes, Character ID:1
[07-30 16:10:53]741,Night Owl Shoes, Character ID:1
[07-30 16:10:53]742,Kangaroo Shoes, Character ID:1
[07-30 16:10:53]743,Joyful Bunny Shoes, Character ID:1
[07-30 16:10:53]744,Bunny Baby Shoes, Character ID:1
[07-30 16:10:53]745,Lucky Bunny Shoes, Character ID:1
[07-30 16:10:53]746,Heavenly Shoes, Character ID:1
[07-30 16:10:53]747,Boots of Night, Character ID:2
[07-30 16:10:53]748,Boots of Secrets, Character ID:2
[07-30 16:10:53]749,Boots of Marksmanship, Character ID:2
[07-30 16:10:53]750,Boots of Apollo, Character ID:2
[07-30 16:10:53]751,Boots of the Wise, Character ID:1
[07-30 16:10:53]752,Boots of the Sage, Character ID:1
[07-30 16:10:53]753,Happy Panda Shoes, Character ID:1
[07-30 16:10:53]754,Mystic Panda Shoes, Character ID:1
[07-30 16:10:53]755,Fairy Shoes, Character ID:1
[07-30 16:10:53]756,Faerie Shoes, Character ID:1
[07-30 16:10:53]757,Gold Fish Shoes, Character ID:1
[07-30 16:10:53]758,Fish Fairy Shoes, Character ID:1
[07-30 16:10:53]759,Tidal Shoes, Character ID:2
[07-30 16:10:53]760,Tsunami Shoes, Character ID:2
[07-30 16:10:53]761,Dragon Shoes, Character ID:1
[07-30 16:10:53]762,Bear Shoes, Character ID:1
[07-30 16:10:53]763,Armor of Revenant, Character ID:3
[07-30 16:10:53]764,Tattoo of the Cursed Warrior, Character ID:3
[07-30 16:10:53]765,Tattoo of Evanescence, Character ID:3
[07-30 16:10:53]766,Tattoo of Enigma, Character ID:3
[07-30 16:10:53]767,Platemail of the Cursed Soul, Character ID:3
[07-30 16:10:53]768,Armor of Evanescence, Character ID:3
[07-30 16:10:53]769,Armor of Enigma, Character ID:3
[07-30 16:10:53]777,Robe of Death, Character ID:2
[07-30 16:10:53]778,Corset of Incantation, Character ID:2
[07-30 16:10:53]779,Coat of Evanescence, Character ID:2
[07-30 16:10:53]780,Mantle of Enigma, Character ID:2
[07-30 16:10:53]789,Robe of the Venom Witch, Character ID:1
[07-30 16:10:53]790,Coat of Invocation, Character ID:1
[07-30 16:10:53]791,Robe of the Arcane, Character ID:1
[07-30 16:10:53]792,Robe of Enigma, Character ID:1
[07-30 16:10:53]796,Robe of Abraxas, Character ID:1
[07-30 16:10:53]797,Robe of Malediction, Character ID:1
[07-30 16:10:53]798,Robe of the Sphinx, Character ID:1
[07-30 16:10:53]803,Mantle of the Naga, Character ID:2
[07-30 16:10:53]804,Mantle of the Cursed Flame, Character ID:2
[07-30 16:10:53]805,Cloak of Evanescence, Character ID:2
[07-30 16:10:53]806,Mantle of the Sphinx, Character ID:2
[07-30 16:10:53]807,Gauntlets of Evanescence, Character ID:3
[07-30 16:10:53]808,Greaves of Evanescence, Character ID:3
[07-30 16:10:53]809,Gloves of Evanescence, Character ID:2
[07-30 16:10:53]810,Shoes of Evanescence, Character ID:2
[07-30 16:10:53]811,Gloves of Malediction, Character ID:1
[07-30 16:10:53]812,Gloves of the Arcane, Character ID:1
[07-30 16:10:53]813,Boots of Malediction, Character ID:1
[07-30 16:10:53]814,Boots of the of the Arcane, Character ID:1
[07-30 16:10:53]815,Heavy Gloves of Evanescence, Character ID:2
[07-30 16:10:53]824,Dragon Lord Shoes, Character ID:1
[07-30 16:10:53]828,Kylin Cap, Character ID:1
[07-30 16:10:53]829,Greaves of Hercules, Character ID:1
[07-30 16:10:53]830,Greaves of Olympus, Character ID:1
[07-30 16:10:53]843,Ami Kylin Cap, Character ID:1
[07-30 16:10:53]848,Black Dragon Helm, Character ID:1
[07-30 16:10:53]877,Boots of Evanescence, Character ID:2
[07-30 16:10:53]1115,Grandiose Helm, Character ID:2
[07-30 16:10:53]1116,Grandiose Armor, Character ID:2
[07-30 16:10:53]1117,Grandiose Gauntlets, Character ID:2
[07-30 16:10:53]1118,Grandiose Boots, Character ID:2
[07-30 16:10:53]1124,Chaos Framestone, Character ID:1
[07-30 16:10:53]1125,Chaos Clawstone, Character ID:1
[07-30 16:10:53]1126,Chaos Pawstone, Character ID:1
[07-30 16:10:53]1127,Chaos Crownstone, Character ID:1
[07-30 16:10:53]1884,Undead Sealed Armor of Revenant, Character ID:3
[07-30 16:10:53]1885,Earth Sealed Tattoo of the Cursed Warrior, Character ID:3
[07-30 16:10:53]1886,Fire Sealed Tattoo of Evanescence, Character ID:3
[07-30 16:10:53]1887,Ice Sealed Tattoo of Enigma, Character ID:3
[07-30 16:10:53]1888,Earth Sealed Platemail of the Cursed Soul, Character ID:3
[07-30 16:10:53]1889,Fire Sealed Armor of Evanescence, Character ID:3
[07-30 16:10:53]1890,Ice Sealed Armor of Enigma, Character ID:3
[07-30 16:10:53]1898,Undead Sealed Robe of Death, Character ID:2
[07-30 16:10:53]1899,Earth Sealed Corset of Incantation, Character ID:2
[07-30 16:10:53]1900,Fire Sealed Coat of Evanescence, Character ID:2
[07-30 16:10:53]1901,Ice Sealed Mantle of Enigma, Character ID:2
[07-30 16:10:53]1910,Undead Sealed Robe of the Venom Witch, Character ID:1
[07-30 16:10:53]1911,Earth Sealed Coat of Invocation, Character ID:1
[07-30 16:10:53]1912,Fire Sealed Robe of the Arcane, Character ID:1
[07-30 16:10:53]1913,Ice Sealed Robe of Enigma, Character ID:1
[07-30 16:10:53]1917,Earth Sealed Robe of Abraxas, Character ID:1
[07-30 16:10:53]1918,Fire Sealed Robe of Malediction, Character ID:1
[07-30 16:10:53]1919,Ice Sealed Robe of the Sphinx, Character ID:1
[07-30 16:10:53]1924,Undead Sealed Mantle of the Naga, Character ID:2
[07-30 16:10:53]1925,Earth Sealed Mantle of the Cursed Flame, Character ID:2
[07-30 16:10:53]1926,Fire Sealed Cloak of Evanescence, Character ID:2
[07-30 16:10:53]1927,Ice Sealed Mantle of the Sphinx, Character ID:2
[07-30 16:10:53]1928,Battle Armor of Crimson Flame, Character ID:3
[07-30 16:10:53]1929,Battle Armor of the Tempest, Character ID:3
[07-30 16:10:53]1930,Battle Armor of Sistine, Character ID:3
[07-30 16:10:53]1931,Battle Armor of the Kylin, Character ID:3
[07-30 16:10:53]1932,Battle Armor of Nature, Character ID:3
[07-30 16:10:53]1933,Tattoo of Gallon, Character ID:3
[07-30 16:10:53]1934,Tattoo of the Tortoise, Character ID:3
[07-30 16:10:53]1935,Gauntlets of Crimson Flame, Character ID:3
[07-30 16:10:53]1936,Gauntlets of the Tempest, Character ID:3
[07-30 16:10:53]1937,Gauntlets of Sistine, Character ID:3
[07-30 16:10:53]1938,Gauntlets of the Kylin, Character ID:3
[07-30 16:10:53]1939,Greaves of Crimson Flame, Character ID:3
[07-30 16:10:53]1940,Greaves of the Tempest, Character ID:3
[07-30 16:10:53]1941,Greaves of Sistine, Character ID:3
[07-30 16:10:53]1942,Greaves of the Kylin, Character ID:3
[07-30 16:10:53]1943,Vest of Clarion Mist, Character ID:2
[07-30 16:10:53]1944,Flaming Coat, Character ID:2
[07-30 16:10:53]1945,Mantle of Darwin, Character ID:2
[07-30 16:10:53]1946,Coat of the White Tiger, Character ID:2
[07-30 16:10:53]1947,Gloves of Clarion Mist, Character ID:2
[07-30 16:10:53]1948,Flaming Gloves, Character ID:2
[07-30 16:10:53]1949,Gloves of Darwin, Character ID:2
[07-30 16:10:53]1950,Gloves of the White Tiger, Character ID:2
[07-30 16:10:53]1951,Boots of Clarion Mist, Character ID:2
[07-30 16:10:53]1952,Flaming Boots, Character ID:2
[07-30 16:10:53]1953,Boots of Darwin, Character ID:2
[07-30 16:10:53]1954,Boots of the White Tiger, Character ID:2
[07-30 16:10:53]1955,Emerald Vine Robe, Character ID:1
[07-30 16:10:53]1956,Coat of Frozen Crescent, Character ID:1
[07-30 16:10:53]1957,Coat of Udine, Character ID:1
[07-30 16:10:53]1958,Coat of the Peacock, Character ID:1
[07-30 16:10:53]1959,Glory Coat, Character ID:1
[07-30 16:10:53]1960,Coat of Hope, Character ID:1
[07-30 16:10:53]1961,Coat of the Phoenix, Character ID:1
[07-30 16:10:53]1962,Emerald Vine Gloves, Character ID:1
[07-30 16:10:53]1963,Gloves of Frozen Crescent, Character ID:1
[07-30 16:10:53]1964,Gloves of Udine, Character ID:1
[07-30 16:10:53]1965,Gloves of the Peacock, Character ID:1
[07-30 16:10:53]1966,Glory Gloves, Character ID:1
[07-30 16:10:53]1967,Gloves of Hope, Character ID:1
[07-30 16:10:53]1968,Gloves of the Phoenix, Character ID:1
[07-30 16:10:53]1969,Emerald Vine Boots, Character ID:1
[07-30 16:10:53]1970,Boots of Frozen Crescent, Character ID:1
[07-30 16:10:53]1971,Boots of Udine, Character ID:1
[07-30 16:10:53]1972,Boots of the Peacock, Character ID:1
[07-30 16:10:53]1973,Glory Boots, Character ID:1
[07-30 16:10:53]1974,Boots of Hope, Character ID:1
[07-30 16:10:53]1975,Boots of the Phoenix, Character ID:1
[07-30 16:10:53]1976,Robe of the Mist, Character ID:2
[07-30 16:10:53]1977,Coat of the Tempest, Character ID:2
[07-30 16:10:53]1978,Robe of Forlorn, Character ID:2
[07-30 16:10:53]1979,Coat of the Green Dragon, Character ID:2
[07-30 16:10:53]1980,Gloves of the Mist, Character ID:2
[07-30 16:10:53]1981,Gloves of the Tempest, Character ID:2
[07-30 16:10:53]1982,Gloves of Forlorn, Character ID:2
[07-30 16:10:53]1983,Gloves of the Green Dragon, Character ID:2
[07-30 16:10:53]1984,Boots of the Mist, Character ID:2
[07-30 16:10:53]1985,Boots of the Tempest, Character ID:2
[07-30 16:10:53]1986,Boots of Forlorn, Character ID:2
[07-30 16:10:53]1987,Boots of the Green Dragon, Character ID:2
[07-30 16:10:53]1988,Fire Sealed Gauntlets of Evanescence, Character ID:3
[07-30 16:10:53]1989,Fire Sealed Greaves of Evanescence, Character ID:3
[07-30 16:10:53]1990,Fire Sealed Gloves of Evanescence, Character ID:2
[07-30 16:10:53]1991,Fire Sealed Shoes of Evanescence, Character ID:2
[07-30 16:10:53]1992,Fire Sealed Gloves of Malediction, Character ID:1
[07-30 16:10:53]1993,Fire Sealed Gloves of the Arcane, Character ID:1
[07-30 16:10:53]1994,Fire Sealed Boots of Malediction, Character ID:1
[07-30 16:10:53]1995,Fire Sealed Boots of the of the Arcane, Character ID:1
[07-30 16:10:53]1996,Fire Sealed Heavy Gloves of Evanescence, Character ID:2
[07-30 16:10:53]1997,Fire Sealed Boots of Evanescence, Character ID:2
[07-30 16:10:53]1999,Lance Failed Hairdo 1, Character ID:2
[07-30 16:10:53]2000,Hairdo 1, Character ID:2
