[07-30 16:25:57]135,Arrow 01, Character ID:1
[07-30 16:25:57]381,Kitty Costume, Character ID:1
[07-30 16:25:57]382,Loopy Bunny Costume, Character ID:1
[07-30 16:25:57]383,Goaty Costume, Character ID:1
[07-30 16:25:57]384,Deer Costume, Character ID:1
[07-30 16:25:57]385,Otter Costume, Character ID:1
[07-30 16:25:57]386,Racoon Costume, Character ID:1
[07-30 16:25:57]388,Happy Bunny Costume, Character ID:1
[07-30 16:25:57]389,Night Owl Costume, Character ID:1
[07-30 16:25:57]390,Kangaroo Costume, Character ID:1
[07-30 16:25:57]391,Joyful Bunny Costume, Character ID:1
[07-30 16:25:57]392,Bunny Baby Costume, Character ID:1
[07-30 16:25:57]393,Lucky Bunny Costume, Character ID:1
[07-30 16:25:57]394,Heavenly Vest, Character ID:1
[07-30 16:25:57]395,Armor of Night, Character ID:2
[07-30 16:25:57]396,Armor of Secrets, Character ID:2
[07-30 16:25:57]397,Armor of Hercules, Character ID:1
[07-30 16:25:57]398,Armor of Olympus, Character ID:1
[07-30 16:25:57]399,Vest of Marksmanship, Character ID:2
[07-30 16:25:57]400,Vest of Apollo, Character ID:2
[07-30 16:25:57]401,Robe of the Wise, Character ID:1
[07-30 16:25:57]402,Robe of the Sage, Character ID:1
[07-30 16:25:57]403,Happy Panda Costume, Character ID:1
[07-30 16:25:57]404,Mystic Panda Costume, Character ID:1
[07-30 16:25:57]405,Fairy Robe, Character ID:1
[07-30 16:25:57]406,Faerie Robe, Character ID:1
[07-30 16:25:57]407,Gold Fish Costume, Character ID:1
[07-30 16:25:57]408,Fish Fairy Costume, Character ID:1
[07-30 16:25:57]409,Tidal Robe, Character ID:2
[07-30 16:25:57]410,Bear Costume, Character ID:1
[07-30 16:25:57]411,Tsunami Robe, Character ID:2
[07-30 16:25:57]412,Dragon Costume, Character ID:1
[07-30 16:25:57]413,Dragon Lord Costume, Character ID:1
[07-30 16:25:57]466,Husk Gloves, Character ID:3
[07-30 16:25:57]467,Thick Gloves, Character ID:3
[07-30 16:25:57]468,Leather Gloves, Character ID:3
[07-30 16:25:57]469,Rhino Hide Gloves, Character ID:3
[07-30 16:25:57]470,Tiger Hide Gloves, Character ID:3
[07-30 16:25:57]471,Gauntlets, Character ID:3
[07-30 16:25:57]472,Soft Leather Gloves, Character ID:3
[07-30 16:25:57]473,Heavy Leather Gloves, Character ID:3
[07-30 16:25:57]474,Strong Leather Gloves, Character ID:3
[07-30 16:25:57]475,Mithril Gauntlets, Character ID:3
[07-30 16:25:57]476,Chain Gauntlets, Character ID:3
[07-30 16:25:57]477,Strong Gauntlets, Character ID:3
[07-30 16:25:57]478,Light Gauntlets, Character ID:3
[07-30 16:25:57]479,Silver Gauntlets, Character ID:3
[07-30 16:25:57]480,Ceremonial Gauntlets, Character ID:3
[07-30 16:25:57]481,Coarse Gloves, Character ID:2
[07-30 16:25:57]482,Canvas Gloves, Character ID:2
[07-30 16:25:57]483,Exquisite Gloves, Character ID:2
[07-30 16:25:57]484,Leather Gloves, Character ID:2
[07-30 16:25:57]485,Warrior Gloves, Character ID:2
[07-30 16:25:57]486,Feather Gloves, Character ID:2
[07-30 16:25:57]487,Safari Gloves, Character ID:2
[07-30 16:25:57]488,Emerald Gloves, Character ID:2
[07-30 16:25:57]489,Hunter Gloves, Character ID:2
[07-30 16:25:57]490,Slick Gloves, Character ID:2
[07-30 16:25:57]491,Peacock Gloves, Character ID:2
[07-30 16:25:57]492,Ringdove Gloves, Character ID:2
[07-30 16:25:57]493,Raptor Gloves, Character ID:2
[07-30 16:25:57]511,Cloth Gloves, Character ID:2
[07-30 16:25:57]512,Tough Gloves, Character ID:2
[07-30 16:25:57]513,Explorer Gloves, Character ID:2
[07-30 16:25:57]514,Adventure Gloves, Character ID:2
[07-30 16:25:57]515,Helmsman Gloves, Character ID:2
[07-30 16:25:57]516,Oarsman Gloves, Character ID:2
[07-30 16:25:57]517,Deckman Gloves, Character ID:2
[07-30 16:25:57]518,Mastman Gloves, Character ID:2
[07-30 16:25:57]519,Hurricane Gloves, Character ID:2
[07-30 16:25:57]520,Whirlpool Gloves, Character ID:2
[07-30 16:25:57]521,Wind Gloves, Character ID:2
[07-30 16:25:57]526,Crabby Gloves, Character ID:1
[07-30 16:25:57]527,Rooroo Muffs, Character ID:1
[07-30 16:25:57]528,Playful Racoon Muffs, Character ID:1
[07-30 16:25:57]529,Duckling Muffs, Character ID:1
[07-30 16:25:57]530,Big Crab Muffs, Character ID:1
[07-30 16:25:57]531,Lobster Muffs, Character ID:1
[07-30 16:25:57]532,Ducky Muffs, Character ID:1
[07-30 16:25:57]533,Prawn Muffs, Character ID:1
[07-30 16:25:57]534,Pincer Muffs, Character ID:1
[07-30 16:25:57]535,Sheepy Muffs, Character ID:1
[07-30 16:25:57]536,Meowy Muffs, Character ID:1
[07-30 16:25:57]537,Owl Muffs, Character ID:1
[07-30 16:25:57]538,Hopperoo Muffs, Character ID:1
[07-30 16:25:57]539,Clever Otter Muffs, Character ID:1
[07-30 16:25:57]540,Lucky Otter Muffs, Character ID:1
[07-30 16:25:57]541,Medic Gloves, Character ID:1
[07-30 16:25:57]542,Foster Gloves, Character ID:1
[07-30 16:25:57]543,Travel Gloves, Character ID:1
[07-30 16:25:57]544,Nurse Gloves, Character ID:1
[07-30 16:25:57]545,Garcon Gloves, Character ID:1
[07-30 16:25:57]546,Holy Gloves, Character ID:1
[07-30 16:25:57]547,Follower Gloves, Character ID:1
[07-30 16:25:57]548,Attendant Gloves, Character ID:1
[07-30 16:25:57]549,Scholar Gloves, Character ID:1
[07-30 16:25:57]550,Emergency Gloves, Character ID:1
[07-30 16:25:57]551,Passage Gloves, Character ID:1
[07-30 16:25:57]552,Healer Gloves, Character ID:1
[07-30 16:25:57]553,Protector Gloves, Character ID:1
[07-30 16:25:57]554,Piety Gloves, Character ID:1
[07-30 16:25:57]555,Blessed Gloves, Character ID:1
[07-30 16:25:57]556,Mousey Muffs, Character ID:1
[07-30 16:25:57]557,Kitty Muffs, Character ID:1
[07-30 16:25:57]558,Loopy Bunny Muffs, Character ID:1
[07-30 16:25:57]559,Goaty Muffs, Character ID:1
[07-30 16:25:57]560,Deer Muffs, Character ID:1
[07-30 16:25:57]561,Otter Muffs, Character ID:1
[07-30 16:25:57]562,Racoon Muffs, Character ID:1
[07-30 16:25:57]564,Happy Bunny Muffs, Character ID:1
[07-30 16:25:57]565,Night Owl Muffs, Character ID:1
[07-30 16:25:57]566,Kangaroo Muffs, Character ID:1
[07-30 16:25:57]567,Joyful Bunny Muffs, Character ID:1
[07-30 16:25:57]568,Bunny Baby Muffs, Character ID:1
[07-30 16:25:57]569,Lucky Bunny Muffs, Character ID:1
[07-30 16:25:57]570,Heavenly Gloves, Character ID:1
[07-30 16:25:57]586,Bear Gloves, Character ID:1
[07-30 16:25:57]587,Gloves of Night, Character ID:2
[07-30 16:25:57]588,Gloves of Secrets, Character ID:2
[07-30 16:25:57]589,Gloves of Marksmanship, Character ID:2
[07-30 16:25:57]590,Gloves of Apollo, Character ID:2
[07-30 16:25:57]591,Gloves of the Wise, Character ID:1
[07-30 16:25:57]592,Gloves of the Sage, Character ID:1
[07-30 16:25:57]593,Happy Panda Gloves, Character ID:1
[07-30 16:25:57]594,Mystic Panda Gloves, Character ID:1
[07-30 16:25:57]595,Fairy Gloves, Character ID:1
[07-30 16:25:57]596,Faerie Gloves, Character ID:1
[07-30 16:25:57]597,Gold Fish Muffs, Character ID:1
[07-30 16:25:57]598,Fish Fairy Muffs, Character ID:1
[07-30 16:25:57]599,Tidal Gloves, Character ID:2
[07-30 16:25:57]600,Tsunami Gloves, Character ID:2
[07-30 16:25:57]601,Dragon Muffs, Character ID:1
[07-30 16:25:57]602,Dragon Lord Muffs, Character ID:1
[07-30 16:25:57]603,Gauntlets of Hercules, Character ID:1
[07-30 16:25:57]604,Gauntlets of Olympus, Character ID:1
[07-30 16:25:57]635,Lv 1 Strike Coral, Character ID:2
[07-30 16:25:57]636,Lv 2 Strike Coral, Character ID:2
[07-30 16:25:57]637,Lv 3 Strike Coral, Character ID:2
[07-30 16:25:57]638,Lv 4 Strike Coral, Character ID:2
[07-30 16:25:57]639,Lv 5 Strike Coral, Character ID:2
[07-30 16:25:57]642,Husk Boots, Character ID:3
[07-30 16:25:57]643,Thick Boots, Character ID:3
[07-30 16:25:57]644,Leather Boots, Character ID:3
[07-30 16:25:57]645,Rhino Hide Boots, Character ID:3
[07-30 16:25:57]646,Tiger Hide Boots, Character ID:3
[07-30 16:25:57]647,Greaves, Character ID:3
[07-30 16:25:57]648,Soft Leather Boots, Character ID:3
[07-30 16:25:57]649,Heavy Leather Boots, Character ID:3
[07-30 16:25:57]650,Strong Leather Boots, Character ID:3
[07-30 16:25:57]651,Mithril Greaves, Character ID:3
[07-30 16:25:57]652,Chain Greaves, Character ID:3
[07-30 16:25:57]653,Strong Greaves, Character ID:3
[07-30 16:25:57]654,Light Greaves, Character ID:3
[07-30 16:25:57]655,Silver Greaves, Character ID:3
[07-30 16:25:57]656,Ceremonial Greaves, Character ID:3
[07-30 16:25:57]657,Coarse Boots, Character ID:2
[07-30 16:25:57]658,Canvas Boots, Character ID:2
[07-30 16:25:57]659,Exquisite Boots, Character ID:2
[07-30 16:25:57]660,Leather Boots, Character ID:2
[07-30 16:25:57]661,Warrior Boots, Character ID:2
[07-30 16:25:57]662,Feather Boots, Character ID:2
[07-30 16:25:57]663,Safari Boots, Character ID:2
[07-30 16:25:57]664,Emerald Boots, Character ID:2
[07-30 16:25:57]665,Hunter Boots, Character ID:2
[07-30 16:25:57]666,Slick Boots, Character ID:2
[07-30 16:25:57]667,Peacock Boots, Character ID:2
[07-30 16:25:57]668,Ringdove Boots, Character ID:2
[07-30 16:25:57]669,Raptor Boots, Character ID:2
[07-30 16:25:57]687,Cloth Boots, Character ID:2
[07-30 16:25:57]688,Tough Boots, Character ID:2
[07-30 16:25:57]689,Explorer Boots, Character ID:2
[07-30 16:25:57]690,Adventure Boots, Character ID:2
[07-30 16:25:57]691,Helmsman Boots, Character ID:2
[07-30 16:25:57]692,Oarsman Boots, Character ID:2
[07-30 16:25:57]693,Deckman Boots, Character ID:2
[07-30 16:25:57]694,Mastman Boots, Character ID:2
[07-30 16:25:57]695,Hurricane Boots, Character ID:2
[07-30 16:25:57]696,Whirlpool Boots, Character ID:2
[07-30 16:25:57]697,Wind Boots, Character ID:2
[07-30 16:25:57]702,Crabby Shoes, Character ID:1
[07-30 16:25:57]703,Rooroo Shoes, Character ID:1
[07-30 16:25:57]704,Playful Racoon Shoes, Character ID:1
[07-30 16:25:57]705,Duckling Shoes, Character ID:1
[07-30 16:25:57]706,Big Crab Shoes, Character ID:1
[07-30 16:25:57]707,Lobster Shoes, Character ID:1
[07-30 16:25:57]708,Ducky Shoes, Character ID:1
[07-30 16:25:57]709,Prawn Shoes, Character ID:1
[07-30 16:25:57]710,Pincer Shoes, Character ID:1
[07-30 16:25:57]711,Sheepy Shoes, Character ID:1
[07-30 16:25:57]712,Meowy Shoes, Character ID:1
[07-30 16:25:57]713,Owl Shoes, Character ID:1
[07-30 16:25:57]714,Hopperoo Shoes, Character ID:1
[07-30 16:25:57]715,Clever Otter Shoes, Character ID:1
[07-30 16:25:57]716,Lucky Otter Shoes, Character ID:1
[07-30 16:25:57]717,Medic Boots, Character ID:1
[07-30 16:25:57]718,Foster Boots, Character ID:1
[07-30 16:25:57]719,Travel Boots, Character ID:1
[07-30 16:25:57]720,Nurse Boots, Character ID:1
[07-30 16:25:57]721,Garcon Boots, Character ID:1
[07-30 16:25:57]722,Holy Boots, Character ID:1
[07-30 16:25:57]723,Follower Boots, Character ID:1
[07-30 16:25:57]724,Attendant Boots, Character ID:1
[07-30 16:25:57]725,Scholar Boots, Character ID:1
[07-30 16:25:57]726,Emergency Boots, Character ID:1
[07-30 16:25:57]727,Passage Boots, Character ID:1
[07-30 16:25:57]728,Healer Boots, Character ID:1
[07-30 16:25:57]729,Protector Boots, Character ID:1
[07-30 16:25:57]730,Piety Boots, Character ID:1
[07-30 16:25:57]731,Blessed Boots, Character ID:1
[07-30 16:25:57]732,Mousey Shoes, Character ID:1
[07-30 16:25:57]733,Kitty Shoes, Character ID:1
[07-30 16:25:57]734,Loopy Bunny Shoes, Character ID:1
[07-30 16:25:57]735,Goaty Shoes, Character ID:1
[07-30 16:25:57]736,Deer Shoes, Character ID:1
[07-30 16:25:57]737,Otter Shoes, Character ID:1
[07-30 16:25:57]738,Racoon Shoes, Character ID:1
[07-30 16:25:57]740,Happy Bunny Shoes, Character ID:1
[07-30 16:25:57]741,Night Owl Shoes, Character ID:1
[07-30 16:25:57]742,Kangaroo Shoes, Character ID:1
[07-30 16:25:57]743,Joyful Bunny Shoes, Character ID:1
[07-30 16:25:57]744,Bunny Baby Shoes, Character ID:1
[07-30 16:25:57]745,Lucky Bunny Shoes, Character ID:1
[07-30 16:25:57]746,Heavenly Shoes, Character ID:1
[07-30 16:25:57]747,Boots of Night, Character ID:2
[07-30 16:25:57]748,Boots of Secrets, Character ID:2
[07-30 16:25:57]749,Boots of Marksmanship, Character ID:2
[07-30 16:25:57]750,Boots of Apollo, Character ID:2
[07-30 16:25:57]751,Boots of the Wise, Character ID:1
[07-30 16:25:57]752,Boots of the Sage, Character ID:1
[07-30 16:25:57]753,Happy Panda Shoes, Character ID:1
[07-30 16:25:57]754,Mystic Panda Shoes, Character ID:1
[07-30 16:25:57]755,Fairy Shoes, Character ID:1
[07-30 16:25:57]756,Faerie Shoes, Character ID:1
[07-30 16:25:57]757,Gold Fish Shoes, Character ID:1
[07-30 16:25:57]758,Fish Fairy Shoes, Character ID:1
[07-30 16:25:57]759,Tidal Shoes, Character ID:2
[07-30 16:25:57]760,Tsunami Shoes, Character ID:2
[07-30 16:25:57]761,Dragon Shoes, Character ID:1
[07-30 16:25:57]762,Bear Shoes, Character ID:1
[07-30 16:25:57]763,Armor of Revenant, Character ID:3
[07-30 16:25:57]764,Tattoo of the Cursed Warrior, Character ID:3
[07-30 16:25:57]765,Tattoo of Evanescence, Character ID:3
[07-30 16:25:57]766,Tattoo of Enigma, Character ID:3
[07-30 16:25:57]767,Platemail of the Cursed Soul, Character ID:3
[07-30 16:25:57]768,Armor of Evanescence, Character ID:3
[07-30 16:25:57]769,Armor of Enigma, Character ID:3
[07-30 16:25:57]777,Robe of Death, Character ID:2
[07-30 16:25:57]778,Corset of Incantation, Character ID:2
[07-30 16:25:57]779,Coat of Evanescence, Character ID:2
[07-30 16:25:57]780,Mantle of Enigma, Character ID:2
[07-30 16:25:57]789,Robe of the Venom Witch, Character ID:1
[07-30 16:25:57]790,Coat of Invocation, Character ID:1
[07-30 16:25:57]791,Robe of the Arcane, Character ID:1
[07-30 16:25:57]792,Robe of Enigma, Character ID:1
[07-30 16:25:57]796,Robe of Abraxas, Character ID:1
[07-30 16:25:57]797,Robe of Malediction, Character ID:1
[07-30 16:25:57]798,Robe of the Sphinx, Character ID:1
[07-30 16:25:57]803,Mantle of the Naga, Character ID:2
[07-30 16:25:57]804,Mantle of the Cursed Flame, Character ID:2
[07-30 16:25:57]805,Cloak of Evanescence, Character ID:2
[07-30 16:25:57]806,Mantle of the Sphinx, Character ID:2
[07-30 16:25:57]807,Gauntlets of Evanescence, Character ID:3
[07-30 16:25:57]808,Greaves of Evanescence, Character ID:3
[07-30 16:25:57]809,Gloves of Evanescence, Character ID:2
[07-30 16:25:57]810,Shoes of Evanescence, Character ID:2
[07-30 16:25:57]811,Gloves of Malediction, Character ID:1
[07-30 16:25:57]812,Gloves of the Arcane, Character ID:1
[07-30 16:25:57]813,Boots of Malediction, Character ID:1
[07-30 16:25:57]814,Boots of the of the Arcane, Character ID:1
[07-30 16:25:57]815,Heavy Gloves of Evanescence, Character ID:2
[07-30 16:25:57]824,Dragon Lord Shoes, Character ID:1
[07-30 16:25:57]828,Kylin Cap, Character ID:1
[07-30 16:25:57]829,Greaves of Hercules, Character ID:1
[07-30 16:25:57]830,Greaves of Olympus, Character ID:1
[07-30 16:25:57]843,Ami Kylin Cap, Character ID:1
[07-30 16:25:57]848,Black Dragon Helm, Character ID:1
[07-30 16:25:57]877,Boots of Evanescence, Character ID:2
[07-30 16:25:57]1115,Grandiose Helm, Character ID:2
[07-30 16:25:57]1116,Grandiose Armor, Character ID:2
[07-30 16:25:57]1117,Grandiose Gauntlets, Character ID:2
[07-30 16:25:57]1118,Grandiose Boots, Character ID:2
[07-30 16:25:57]1124,Chaos Framestone, Character ID:1
[07-30 16:25:57]1125,Chaos Clawstone, Character ID:1
[07-30 16:25:57]1126,Chaos Pawstone, Character ID:1
[07-30 16:25:57]1127,Chaos Crownstone, Character ID:1
[07-30 16:25:57]1884,Undead Sealed Armor of Revenant, Character ID:3
[07-30 16:25:57]1885,Earth Sealed Tattoo of the Cursed Warrior, Character ID:3
[07-30 16:25:57]1886,Fire Sealed Tattoo of Evanescence, Character ID:3
[07-30 16:25:57]1887,Ice Sealed Tattoo of Enigma, Character ID:3
[07-30 16:25:57]1888,Earth Sealed Platemail of the Cursed Soul, Character ID:3
[07-30 16:25:57]1889,Fire Sealed Armor of Evanescence, Character ID:3
[07-30 16:25:57]1890,Ice Sealed Armor of Enigma, Character ID:3
[07-30 16:25:57]1898,Undead Sealed Robe of Death, Character ID:2
[07-30 16:25:57]1899,Earth Sealed Corset of Incantation, Character ID:2
[07-30 16:25:57]1900,Fire Sealed Coat of Evanescence, Character ID:2
[07-30 16:25:57]1901,Ice Sealed Mantle of Enigma, Character ID:2
[07-30 16:25:57]1910,Undead Sealed Robe of the Venom Witch, Character ID:1
[07-30 16:25:57]1911,Earth Sealed Coat of Invocation, Character ID:1
[07-30 16:25:57]1912,Fire Sealed Robe of the Arcane, Character ID:1
[07-30 16:25:57]1913,Ice Sealed Robe of Enigma, Character ID:1
[07-30 16:25:57]1917,Earth Sealed Robe of Abraxas, Character ID:1
[07-30 16:25:57]1918,Fire Sealed Robe of Malediction, Character ID:1
[07-30 16:25:57]1919,Ice Sealed Robe of the Sphinx, Character ID:1
[07-30 16:25:57]1924,Undead Sealed Mantle of the Naga, Character ID:2
[07-30 16:25:57]1925,Earth Sealed Mantle of the Cursed Flame, Character ID:2
[07-30 16:25:57]1926,Fire Sealed Cloak of Evanescence, Character ID:2
[07-30 16:25:57]1927,Ice Sealed Mantle of the Sphinx, Character ID:2
[07-30 16:25:57]1928,Battle Armor of Crimson Flame, Character ID:3
[07-30 16:25:57]1929,Battle Armor of the Tempest, Character ID:3
[07-30 16:25:57]1930,Battle Armor of Sistine, Character ID:3
[07-30 16:25:57]1931,Battle Armor of the Kylin, Character ID:3
[07-30 16:25:57]1932,Battle Armor of Nature, Character ID:3
[07-30 16:25:57]1933,Tattoo of Gallon, Character ID:3
[07-30 16:25:57]1934,Tattoo of the Tortoise, Character ID:3
[07-30 16:25:57]1935,Gauntlets of Crimson Flame, Character ID:3
[07-30 16:25:57]1936,Gauntlets of the Tempest, Character ID:3
[07-30 16:25:57]1937,Gauntlets of Sistine, Character ID:3
[07-30 16:25:57]1938,Gauntlets of the Kylin, Character ID:3
[07-30 16:25:57]1939,Greaves of Crimson Flame, Character ID:3
[07-30 16:25:57]1940,Greaves of the Tempest, Character ID:3
[07-30 16:25:57]1941,Greaves of Sistine, Character ID:3
[07-30 16:25:57]1942,Greaves of the Kylin, Character ID:3
[07-30 16:25:57]1943,Vest of Clarion Mist, Character ID:2
[07-30 16:25:57]1944,Flaming Coat, Character ID:2
[07-30 16:25:57]1945,Mantle of Darwin, Character ID:2
[07-30 16:25:57]1946,Coat of the White Tiger, Character ID:2
[07-30 16:25:57]1947,Gloves of Clarion Mist, Character ID:2
[07-30 16:25:57]1948,Flaming Gloves, Character ID:2
[07-30 16:25:57]1949,Gloves of Darwin, Character ID:2
[07-30 16:25:57]1950,Gloves of the White Tiger, Character ID:2
[07-30 16:25:57]1951,Boots of Clarion Mist, Character ID:2
[07-30 16:25:57]1952,Flaming Boots, Character ID:2
[07-30 16:25:57]1953,Boots of Darwin, Character ID:2
[07-30 16:25:57]1954,Boots of the White Tiger, Character ID:2
[07-30 16:25:57]1955,Emerald Vine Robe, Character ID:1
[07-30 16:25:57]1956,Coat of Frozen Crescent, Character ID:1
[07-30 16:25:57]1957,Coat of Udine, Character ID:1
[07-30 16:25:57]1958,Coat of the Peacock, Character ID:1
[07-30 16:25:57]1959,Glory Coat, Character ID:1
[07-30 16:25:57]1960,Coat of Hope, Character ID:1
[07-30 16:25:57]1961,Coat of the Phoenix, Character ID:1
[07-30 16:25:57]1962,Emerald Vine Gloves, Character ID:1
[07-30 16:25:57]1963,Gloves of Frozen Crescent, Character ID:1
[07-30 16:25:57]1964,Gloves of Udine, Character ID:1
[07-30 16:25:57]1965,Gloves of the Peacock, Character ID:1
[07-30 16:25:57]1966,Glory Gloves, Character ID:1
[07-30 16:25:57]1967,Gloves of Hope, Character ID:1
[07-30 16:25:57]1968,Gloves of the Phoenix, Character ID:1
[07-30 16:25:57]1969,Emerald Vine Boots, Character ID:1
[07-30 16:25:57]1970,Boots of Frozen Crescent, Character ID:1
[07-30 16:25:57]1971,Boots of Udine, Character ID:1
[07-30 16:25:57]1972,Boots of the Peacock, Character ID:1
[07-30 16:25:57]1973,Glory Boots, Character ID:1
[07-30 16:25:57]1974,Boots of Hope, Character ID:1
[07-30 16:25:57]1975,Boots of the Phoenix, Character ID:1
[07-30 16:25:57]1976,Robe of the Mist, Character ID:2
[07-30 16:25:57]1977,Coat of the Tempest, Character ID:2
[07-30 16:25:57]1978,Robe of Forlorn, Character ID:2
[07-30 16:25:57]1979,Coat of the Green Dragon, Character ID:2
[07-30 16:25:57]1980,Gloves of the Mist, Character ID:2
[07-30 16:25:57]1981,Gloves of the Tempest, Character ID:2
[07-30 16:25:57]1982,Gloves of Forlorn, Character ID:2
[07-30 16:25:57]1983,Gloves of the Green Dragon, Character ID:2
[07-30 16:25:57]1984,Boots of the Mist, Character ID:2
[07-30 16:25:57]1985,Boots of the Tempest, Character ID:2
[07-30 16:25:57]1986,Boots of Forlorn, Character ID:2
[07-30 16:25:57]1987,Boots of the Green Dragon, Character ID:2
[07-30 16:25:57]1988,Fire Sealed Gauntlets of Evanescence, Character ID:3
[07-30 16:25:57]1989,Fire Sealed Greaves of Evanescence, Character ID:3
[07-30 16:25:57]1990,Fire Sealed Gloves of Evanescence, Character ID:2
[07-30 16:25:57]1991,Fire Sealed Shoes of Evanescence, Character ID:2
[07-30 16:25:57]1992,Fire Sealed Gloves of Malediction, Character ID:1
[07-30 16:25:57]1993,Fire Sealed Gloves of the Arcane, Character ID:1
[07-30 16:25:57]1994,Fire Sealed Boots of Malediction, Character ID:1
[07-30 16:25:57]1995,Fire Sealed Boots of the of the Arcane, Character ID:1
[07-30 16:25:57]1996,Fire Sealed Heavy Gloves of Evanescence, Character ID:2
[07-30 16:25:57]1997,Fire Sealed Boots of Evanescence, Character ID:2
[07-30 16:25:57]1999,Lance Failed Hairdo 1, Character ID:2
[07-30 16:25:57]2000,Hairdo 1, Character ID:2
