[02-11 18:32:35]135,Arrow 01, Character ID:1
[02-11 18:32:36]2103,Hairdo 6, Character ID:1
[02-11 18:32:36]2104,Hairdo 6, Character ID:1
[02-11 18:32:36]2105,Hairdo 6, Character ID:1
[02-11 18:32:36]2106,Hairdo 6, Character ID:1
[02-11 18:32:36]2107,Hairdo 6, Character ID:1
[02-11 18:32:36]2108,Hairdo 7, Character ID:1
[02-11 18:32:36]2109,Hairdo 7, Character ID:1
[02-11 18:32:36]2110,Hairdo 7, Character ID:1
[02-11 18:32:36]2111,Hairdo 7, Character ID:1
[02-11 18:32:36]2112,Hairdo 7, Character ID:1
[02-11 18:32:36]2113,Hairdo 7, Character ID:1
[02-11 18:32:36]2114,Hairdo 8, Character ID:1
[02-11 18:32:36]2115,Hairdo 8, Character ID:1
[02-11 18:32:36]2116,Hairdo 8, Character ID:1
[02-11 18:32:36]2117,Hairdo 8, Character ID:1
[02-11 18:32:36]2118,Hairdo 8, Character ID:1
[02-11 18:32:36]2119,Hairdo 8, Character ID:1
[02-11 18:32:36]2120,Hairdo 8, Character ID:1
[02-11 18:32:36]2121,Carsise Failed Hairdo 1, Character ID:1
[02-11 18:32:36]2122,Guy 2 Bald Hairdo, Character ID:1
[02-11 18:32:36]2123,Carsise Failed Hairdo 2, Character ID:1
[02-11 18:32:36]2124,Hairdo 1, Character ID:1
[02-11 18:32:36]2125,Hairdo 2, Character ID:1
[02-11 18:32:36]2126,Hairdo 3, Character ID:1
[02-11 18:32:36]2127,Hairdo 4, Character ID:1
[02-11 18:32:36]2128,Hairdo 5, Character ID:1
[02-11 18:32:36]2129,Hairdo 6, Character ID:1
[02-11 18:32:36]2130,Hairdo 7, Character ID:1
[02-11 18:32:36]2131,Hairdo 8, Character ID:1
[02-11 18:32:36]2132,Event Commissioner, Character ID:1
[02-11 18:32:36]2133,Hairdo 1, Character ID:1
[02-11 18:32:36]2134,Hairdo 1, Character ID:1
[02-11 18:32:36]2135,Hairdo 1, Character ID:1
[02-11 18:32:36]2136,Hairdo 1, Character ID:1
[02-11 18:32:36]2137,Hairdo 1, Character ID:1
[02-11 18:32:36]2138,Hairdo 1, Character ID:1
[02-11 18:32:36]2139,Hairdo 1, Character ID:1
[02-11 18:32:36]2140,Hairdo 2, Character ID:1
[02-11 18:32:36]2141,Hairdo 2, Character ID:1
[02-11 18:32:36]2142,Hairdo 2, Character ID:1
[02-11 18:32:36]2143,Hairdo 2, Character ID:1
[02-11 18:32:36]2144,Hairdo 2, Character ID:1
[02-11 18:32:36]2145,Hairdo 2, Character ID:1
[02-11 18:32:36]2146,Hairdo 3, Character ID:1
[02-11 18:32:36]2147,Hairdo 3, Character ID:1
[02-11 18:32:36]2148,Hairdo 3, Character ID:1
[02-11 18:32:36]2149,Hairdo 3, Character ID:1
[02-11 18:32:36]2150,Hairdo 3, Character ID:1
[02-11 18:32:36]2151,Hairdo 3, Character ID:1
[02-11 18:32:36]2152,Hairdo 4, Character ID:1
[02-11 18:32:36]2153,Hairdo 4, Character ID:1
[02-11 18:32:36]2154,Hairdo 4, Character ID:1
[02-11 18:32:36]2155,Hairdo 4, Character ID:1
[02-11 18:32:36]2156,Hairdo 4, Character ID:1
[02-11 18:32:36]2157,Hairdo 4, Character ID:1
[02-11 18:32:36]2158,Hairdo 5, Character ID:1
[02-11 18:32:36]2159,Hairdo 5, Character ID:1
[02-11 18:32:36]2160,Hairdo 5, Character ID:1
[02-11 18:32:36]2161,Hairdo 5, Character ID:1
[02-11 18:32:36]2162,Hairdo 5, Character ID:1
[02-11 18:32:36]2163,Hairdo 5, Character ID:1
[02-11 18:32:36]2164,Hairdo 6, Character ID:1
[02-11 18:32:36]2165,Hairdo 6, Character ID:1
[02-11 18:32:36]2166,Hairdo 6, Character ID:1
[02-11 18:32:36]2167,Hairdo 6, Character ID:1
[02-11 18:32:36]2168,Hairdo 6, Character ID:1
[02-11 18:32:36]2169,Hairdo 6, Character ID:1
[02-11 18:32:36]2170,Hairdo 7, Character ID:1
[02-11 18:32:36]2171,Hairdo 7, Character ID:1
[02-11 18:32:36]2172,Hairdo 7, Character ID:1
[02-11 18:32:36]2173,Hairdo 7, Character ID:1
[02-11 18:32:36]2174,Hairdo 7, Character ID:1
[02-11 18:32:36]2175,Hairdo 7, Character ID:1
[02-11 18:32:36]2176,Hairdo 8, Character ID:1
[02-11 18:32:36]2177,Hairdo 8, Character ID:1
[02-11 18:32:36]2178,Hairdo 8, Character ID:1
[02-11 18:32:36]2179,Hairdo 8, Character ID:1
[02-11 18:32:36]2180,Hairdo 8, Character ID:1
[02-11 18:32:36]2181,Hairdo 8, Character ID:1
[02-11 18:32:36]2182,Phyllis Failed Hairdo 1, Character ID:1
[02-11 18:32:36]2183,Phyllis Failed Hairdo 2, Character ID:1
[02-11 18:32:36]2184,Girl 1 Bald Hairdo, Character ID:1
[02-11 18:32:36]2185,Girl 1 Hair Makeup 01, Character ID:1
[02-11 18:32:36]2186,Girl 2 Hair 00, Character ID:1
[02-11 18:32:36]2275,Lance Trendy Hairdo 1, Character ID:4
[02-11 18:32:36]2276,Lance Trendy Hairdo 2, Character ID:4
[02-11 18:32:36]2277,Lance Trendy Hairdo 3, Character ID:4
[02-11 18:32:36]2278,Lance Trendy Hairdo 4, Character ID:4
[02-11 18:32:36]2279,Carsise Trendy Hairdo 1, Character ID:4
[02-11 18:32:36]2280,Carsise Trendy Hairdo 2, Character ID:4
[02-11 18:32:36]2281,Carsise Trendy Hairdo 3, Character ID:4
[02-11 18:32:36]2282,Carsise Trendy Hairdo 4, Character ID:4
[02-11 18:32:36]2283,Phyllis Trendy Hairdo 1, Character ID:4
[02-11 18:32:36]2284,Phyllis Trendy Hairdo 2, Character ID:4
[02-11 18:32:36]2285,Phyllis Trendy Hairdo 3, Character ID:4
[02-11 18:32:36]2286,Phyllis Trendy Hairdo 4, Character ID:4
[02-11 18:32:36]2434,Arrow 02, Character ID:1
[02-11 18:32:36]2448,Gunpowder 02, Character ID:1
[02-11 18:32:36]2499,Left Plaster Glove, Character ID:1
[02-11 18:32:36]2500,Left Brawler Glove, Character ID:1
[02-11 18:32:36]2501,Left Master Glove, Character ID:1
[02-11 18:32:36]2502,Left Jagged Blade, Character ID:1
[02-11 18:32:36]2503,Left Cosmo Blade, Character ID:1
[02-11 18:32:36]2504,Left Tiger Glove, Character ID:1
[02-11 18:32:36]2505,Left Hand of Death, Character ID:1
[02-11 18:32:36]2530,Hephaestus Framestone, Character ID:2
[02-11 18:32:36]2531,Hephaestus Clawstone, Character ID:2
[02-11 18:32:36]2532,Hephaestus Pawstone, Character ID:2
[02-11 18:32:36]2533,Hermes Framestone, Character ID:1
[02-11 18:32:36]2534,Hermes Clawstone, Character ID:1
[02-11 18:32:36]2535,Hermes Pawstone, Character ID:1
[02-11 18:32:36]2536,Apollo Framestone, Character ID:1
[02-11 18:32:36]2537,Apollo Clawstone, Character ID:1
[02-11 18:32:36]2538,Apollo Pawstone, Character ID:1
[02-11 18:32:36]2539,Poseidon Framestone, Character ID:1
[02-11 18:32:36]2540,Poseidon Clawstone, Character ID:1
[02-11 18:32:36]2541,Poseidon Pawstone, Character ID:1
[02-11 18:32:36]2542,Hestia Framestone, Character ID:3
[02-11 18:32:36]2543,Hestia Clawstone, Character ID:3
[02-11 18:32:36]2544,Hestia Pawstone, Character ID:3
[02-11 18:32:36]2545,Athena Framestone, Character ID:3
[02-11 18:32:36]2546,Athena Clawstone, Character ID:3
[02-11 18:32:36]2547,Athena Pawstone, Character ID:3
[02-11 18:32:36]2548,Artemis Crownstone, Character ID:4
[02-11 18:32:36]3061,Bear Shoes, Character ID:4
[02-11 18:32:36]3285,Calculator, Character ID:1
[02-11 18:32:36]3287,Laptop Computer, Character ID:1
[02-11 18:32:36]5071,Greatsword of Cadaver, Character ID:1
[02-11 18:32:36]5074,Dagger of Cadaver, Character ID:2
[02-11 18:32:36]5081,Nightmare Vest, Character ID:1
[02-11 18:32:36]5082,Nightmare Gloves, Character ID:1
[02-11 18:32:36]5083,Nightmare Boots, Character ID:1
[02-11 18:32:36]5209,August Greataxe 1, Character ID:1
[02-11 18:32:36]5212,August Dagger 1, Character ID:2
[02-11 18:32:36]5214,August Greataxe 2, Character ID:1
[02-11 18:32:36]5217,August Dagger 2, Character ID:2
